,patientId,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference,_id
40,87,0.015152,0,0,0,0.072,0,0.132597,0.522581,0.966078,0.960212,0.781457,0,0,0,0.943359,0.912054,0,0,0.389712,0.475754,0.615213,0,0,0,0.726326,0,0,0,0,-0.25,0.546697,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.317073,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.861054,0.357447,0,0,0,0,-0.25,0,0,0,0.856735,0.715137,0.960993,0.627643,0.857606,0.773349,0,0.554455,0,0,0,0.839757,0.963891,0.96966,0.92278,0.787149,0,0.869333,0,0.026316,0.530206,0.794118,0.96793,0.892072,0,0,0,0.01581,0,0,0.920437,0.930714,0.804849,0,0,0,0,0.016393,0.021739,0,0.605975,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.075472,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.534826,0,0.027119,0,0,0,-0.25,-0.25,-0.25,-0.25,0.219355,0,0,0,0,0,0,0,0,-0.25,0.288401,0.475,0,0.69752,0,0,0.766994,0,0,0,0.659529,0.575574,0.579244,0.762527,0.899375,0,0.953021,0.967125,0.127226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945877,0.965622,0,0,0,-0.25,-0.25,0,0.994834,0.99637,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.381069,5f4515ff4579cda5ca02b573
41,17,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176877,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0.85088,0,0,0,0,0.057508,0,0,0,0,0,0,0,0,0,0.796875,0,0,0.658241,0,0,0,-0.25,-0.25,0.021798,0.818182,0.479479,0,0,0,0,-0.25,-0.25,-0.25,0.35518,0.333732,0.885621,0.709591,0,0,-0.25,-0.25,-0.25,-0.25,0.518639,0.756614,0.544886,0,0,0,-0.25,-0.25,-0.25,-0.25,0.536424,0.458743,0.174257,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.544203,0.824345,0,0,0,-0.25,-0.25,0,0,0,0,0,0.518841,0.198055,0,0,0,0,0,0,0,0,0,0.810127,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0.990307,0.958723,0,0,0,0,0,0,0.960126,0.388529,0,0,0,0,0,0,0.998791,0.969607,0,-0.25,-0.25,0,0,0,0.996382,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,56.092738,5f4515ff4579cda5ca02b574
42,13,0,0.41049,0.836409,0.996959,0.993117,0,0,0,0,-0.25,0,0.548049,0.923618,0.930002,0.356044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0.391972,0.557908,0.23511,0,0,0,0,0,0,0,0.865755,0.943451,0.881284,0,0,0,0,0,0,0,0.521341,0.910577,1,0.944475,0,0,0,0,-0.25,0,0.480987,0.90202,0.988932,0.8773,0,0,0,0,-0.25,0,0.303523,0.931807,0.857532,0,0,0,0,0,0,0,0,0.644751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.629569,0.368733,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.944315,0.764822,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.942898,0.797931,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.645035,0.342857,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0.418715,0,0,0,0,0,0,0,0,0,0.84257,0.901479,0.392727,0,0,0,0,0,0,0,0.838468,0.987342,0.961434,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.741775,5f4515ff4579cda5ca02b575
43,35,0,0,0,0.766079,0.938904,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877173,0.190291,0,0,0,-0.25,0,0,0,0.791727,0.892051,0.202784,0,0,0,-0.25,0,0,0.786522,0.719729,0,0,0,0,0,0,0.169118,0.64559,0.880186,0.079567,0,0,0,0,0,0,0.723696,0.769759,0.642215,0.649847,0,0,0,0,-0.25,-0.25,0.487646,0.438531,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.32345,0.02785,0,0,0,-0.25,-0.25,-0.25,-0.25,0.649746,0.296263,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.8214,0.705181,0.323331,0,0,0,0,-0.25,-0.25,-0.25,0.61851,0.583183,0.836119,0,0,0,0,0,-0.25,-0.25,0.053743,0.74777,0.630906,0,0,0,0,0,0,0,0,0.03222,0.761078,0,0,0,0,0,0,0,0,0,0.333947,0.713042,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.993485,0,0,0,0,0,0,0.985661,0.997677,0,0,0,0,-0.25,0,0.999227,0.999068,0,0,0,-0.25,-0.25,0,0.997032,0.998701,0,0,-0.25,-0.25,-0.25,0,0.995456,0.999117,0,0,0,-0.25,-0.25,0,0,0.997703,0,0,0,0,-0.25,0,0,0,0.990891,0,0,0,0,0,0,0,0.869018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.884125,5f4515ff4579cda5ca02b576
44,50,0,0,0,0,0.785931,0.263299,0,0,-0.25,-0.25,0,0,0,0,0.058872,0,0,0,0,0,0.52,0.136519,0,0.885701,0.730038,0,0,0,0,0,0.50478,0.238586,0.440945,0.800582,0,0,0,0,0,-0.25,0.474438,0.619089,0.021277,0.073819,0,0,0,-0.25,-0.25,-0.25,0.444444,0.687548,0.02171,0.026205,0,0,-0.25,-0.25,-0.25,-0.25,0.571429,0.419393,0.407407,0.270479,0,0,-0.25,-0.25,-0.25,-0.25,0.083333,0.680272,0.877556,0.911734,0,0,0,-0.25,-0.25,-0.25,0,0,0.062338,0.275591,0,0,0,0,0,-0.25,0,0,0,0.312041,0.333913,0,0,0,0,0,0,0,0.180383,0.815717,0.158474,0.433811,0,0,0,0,0,0,0,0.677201,0.641796,0.423875,0,0,-0.25,-0.25,0,0,0,0,0,0.943902,0.267534,0,-0.25,-0.25,0,0,0,0,0.85739,0.865221,0,0,0,0,0.074303,0,0,0.804486,0.862579,0,0,0,0,0,0.864865,0.878229,0.76848,0.480226,0.887264,0,0,0,0,-0.25,0.5,0.92313,0.973435,0,0,0,0,-0.25,-0.25,-0.25,0.420091,0.823684,0.973337,0.89891,0.501799,0,-0.25,-0.25,-0.25,-0.25,0.445122,0.59738,0.891033,0.881056,0.626591,0,-0.25,-0.25,-0.25,-0.25,0.541509,0.797214,0.938882,0.117481,0,0,0,-0.25,-0.25,-0.25,0.677419,0.886279,0.791459,0.709159,0.885818,0,0,0,0,-0.25,0.426778,0.030909,0,0.777512,0.753103,0,0,0,0,0,0,0,0,0,0.823142,0.729044,0,0,0,0,0,0,0,0,0.030664,0.949514,0,0,-0.25,-0.25,0,0,0,0.994948,0.996208,0,0,-0.25,0,0,0,0.99815,0.999158,0,0,0,0,0,0.927069,0.999861,0.996116,0,0,0,0,0,0.991526,0.99877,0,0,-0.25,-0.25,0,0,0.999458,0.998542,0,-0.25,-0.25,-0.25,0,0,0.951668,0.900567,0,0,-0.25,-0.25,0,0,0,0.450193,0,0,0,0,0,0,0,0.988808,0.990799,0,0,0,0,0,0,0,0.837306,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,71.019119,5f4515ff4579cda5ca02b577
45,85,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0.033791,0.040883,0,0,0,0,-0.25,-0.25,0.327485,0,0,0,0,0,0,0,0,0,0.329317,0,0,0,0,0,0,0,0,0.43447,0,0.521207,0.283186,0,0,0,0,0,0,-0.25,0,0.584765,0.878125,0,0,0,0,-0.25,-0.25,-0.25,0.041885,0.079295,0.872249,0.716626,0,0,-0.25,-0.25,-0.25,-0.25,0.066351,0.824427,0.760713,0,0,0,-0.25,-0.25,-0.25,-0.25,0.812121,0.204835,0.188353,0,0,0,0,-0.25,-0.25,-0.25,0.116788,0,0,0,0,0,0,0,0,-0.25,0,0,0.080972,0.020868,0,0,0,0,0,0.43447,0,0,0,0.021061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.975948,0,0,0,-0.25,0,0,0,0.987822,0.990162,0,0,0,0,0,0,0.710727,0.388819,0,0,0,0,0,0,0.993546,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959026,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,63.848515,5f4515ff4579cda5ca02b578
46,33,0,0,0,0.755124,0.872516,0,0,-0.25,-0.25,-0.25,0,0,0,0.715174,0.91306,0,0,0,-0.25,-0.25,0,0.447964,0.784314,0.945357,0.911565,0,0,0,0,-0.25,0,0,0.695652,0.992062,0,0,0,0,0,0,0,0,0,0.94086,0.970222,0.706882,0,0,0,-0.25,0,0,0,0,0.831836,0.983103,0.757161,0,-0.25,-0.25,0,0,0,0,0,0.978663,0.951814,0,-0.25,-0.25,0,0,0,0.594549,0.971722,0.986999,0.637104,0,0,-0.25,0,0,0.876181,0.9907,0.929847,0,0,0,0,0,0,0,0.861538,0.860882,0,0,0,0,0,0,0,0,0.866142,0.927138,0,0,0,0,-0.25,-0.25,0,0,0.761905,0.915705,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.907716,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.231481,0,0,0,0,-0.25,-0.25,0,0,0.078431,0,0,0,0,0,0,0,0,0.376744,0,0,0,0,0,0,0,0,0.271845,0.916556,0.300752,0,0,0,0,0,0,-0.25,0.650685,0.8413,0.670659,0,0,0,0,0,-0.25,-0.25,0.688172,0,0.684492,0.477707,0.103448,0,0,0,-0.25,-0.25,0.271845,0,0.664032,0.907464,0.599168,0,0,0,0,-0.25,0.05,0.218182,0.82494,0.16955,0,0,0,0,0,0,0.729167,0.56446,0.861538,0.336022,0,0,0,0,0,0,0.090909,0,0.686567,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.998649,0,0,0,0,0,-0.25,-0.25,0.998348,0,0,0,0,0,0,-0.25,0.990048,0,0,0,0,0,0,0,0.983251,0,0,0.91559,0,0,0,-0.25,0.98737,0,0,0,0,0,0,-0.25,0.986703,0,0,0,0,0,0,-0.25,0.988002,0,0,0,0,0,0,0,0.992519,0,0,0,0,0,0,-0.25,0.991812,0,0,0,0,0,-0.25,-0.25,0.986166,0,0,0,0,0,-0.25,-0.25,0.855914,0,0,0,0,0,0,-0.25,0.852248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,19.815633,5f4515ff4579cda5ca02b579
47,79,0.319588,0,0,0,0.497287,0,0,0,0,-0.25,0.330667,0,0,0.106496,0.969616,0.677357,0,0,0,0,0.167203,0,0.58386,0.674399,0.966326,0,0,0,0,0,0,0,0.904555,0.922189,0.525671,0,0,0,0,-0.25,0,0,0.669305,0.703276,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0.902127,0.95544,-0.25,-0.25,-0.25,0,0,0.762914,0,0,0.756108,0.997433,0.978282,0,-0.25,0,0,0.023564,0,0.449267,0,0.956719,0.952128,0,0,0,0,0,0.968508,0.40354,0.605747,0,0,0,0,0,0,0.070073,0.813062,0.595041,0.92015,0,0,0,-0.25,0.196532,0,0,0,0.294479,0.81193,0,0,0,-0.25,0.204204,0,0,0,0.174194,0,0,0,0,0,0.331492,0,0,0,0,0,0,0,0,0,0.572549,0.822309,0,0,0,0,0,0,0,-0.25,0.628518,0.975927,0.366534,0,0,0,0,-0.25,-0.25,-0.25,0.349862,0.962342,0.655422,0,0,0,-0.25,-0.25,-0.25,-0.25,0.064516,0.812069,0.878764,0.832552,0,0,-0.25,-0.25,-0.25,-0.25,0.214286,0.908155,0.022288,0,0,0,0,-0.25,-0.25,-0.25,0.785498,0.884508,0,0,0,0,0,0,0,-0.25,0.689884,0,0,0,0,0,0,0,0,0,0.39801,0,0,0,0,0,0,0,0,0,0.202532,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821602,0,0,0,-0.25,-0.25,0,0,0.999094,0.972418,0,-0.25,-0.25,-0.25,0,0,0.998975,0.958827,0,0,-0.25,-0.25,0,0,0.990061,0,0,0,0,0,0,0,0,0.964908,0.875603,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,68.809967,5f4515ff4579cda5ca02b57a
48,70,0,0,0.678832,0.782767,0.470178,0.940175,0.379259,0,0,-0.25,0,0,0.658501,0.407609,0.028391,0,0,0,0,0,0,0,0.276127,0.02451,0,0,0,0,0,0,0,0.283093,0.628882,0,0,0,0,0,-0.25,-0.25,0,0.336239,0.717519,0.216195,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.838305,0.498426,0,0,-0.25,-0.25,-0.25,-0.25,0,0.194805,0.943762,0.551471,0,0,-0.25,-0.25,-0.25,-0.25,0,0.328302,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.020305,0,0,0,0,0,-0.25,-0.25,0,0,0.209726,0.355987,0,0,0,0,0,0,0,0.648872,0.882197,0.759409,0.505159,0,0,0,0,0,0,0.718085,0.461197,0.683391,0.734694,0.6733,0,0,0,-0.25,0,0.331281,0.890181,0.912718,0.544012,0.638477,0.808956,0,0,-0.25,0,0,0.793103,0.047348,0,0,0,0,0,0,0,0,0.076831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.721854,0.09058,0,0,0,0,0,0,0,0,0.527009,0.872757,0.263736,0.9132,0.612001,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0.999577,0.990422,0,0,0,-0.25,-0.25,-0.25,0.999201,0.958766,0,0,0,-0.25,-0.25,-0.25,0.997552,0,0,0,0,-0.25,-0.25,-0.25,0.997585,0,0,0,0,0,0,-0.25,0.997746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.974612,5f4515ff4579cda5ca02b57b
49,85,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.010667,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0.020566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194698,0,0,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0.067797,0,0,0,0.145786,0,-0.25,-0.25,0,0,0,0.042955,0,0,0.326769,0,0,-0.25,0,0,0,0.083264,0,0,0.1215,0,0,0,0.010363,0.841959,0.4196,0,0.621047,0.083286,0,0,0,-0.25,0.25974,0.181941,0.759376,0.747214,0,0,0,-0.25,-0.25,-0.25,0.121827,0.014658,0.509492,0.844682,0.629768,0,0,-0.25,-0.25,-0.25,0,0.483438,0.807903,0.760479,0,0,0,-0.25,-0.25,-0.25,0,0.014286,0.231047,0,0.44702,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.073922,0.029162,0,0,0,-0.25,0,0,0,0,0,0.108108,0.442574,0,0,0.75219,0,0,0,0,0,0.029536,0,0,0,-0.25,0,0,0,0,0,0,0.372603,0,-0.25,-0.25,0,0,0.936899,0.96541,0,0,0,-0.25,0,0.990176,0.99703,0.851538,0,0,0,0,0,0,0,0.960059,0.99105,0,0,0,0,0.991882,0.994774,0.999079,0.9737,0,-0.25,-0.25,0,0,0,0.999693,0,0,-0.25,-0.25,0,0,0,0.999361,0.992303,0,-0.25,-0.25,0,0,0,0.989651,0.998714,0,0,0,0,0,0.994052,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992028,0.712336,0,0,0,-0.25,55.120341,5f4515ff4579cda5ca02b57c
50,15,0.685338,0.60249,0,0.15015,0.869205,0.946581,0.941176,0,0,-0.25,0.941667,0.886929,0.297593,0.81832,0,0,0.915316,0.886353,0.729927,0,0.898447,0.781685,0.878738,0.975822,0.90301,0.347897,0,0,0,0,0.629295,0.358464,0.33092,0.831957,0.935512,0,0,-0.25,-0.25,-0.25,0.655856,0,0.146597,0.940691,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.417949,0.037975,0.184278,0.89083,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.026578,0.101313,0.254835,0.52356,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0.651236,0.349063,0,0,-0.25,-0.25,-0.25,0,0,0,0.246195,0.891826,0.865208,0,0,0,0,0,0,0,0,0.766337,0.899825,0.91959,0.76625,0,0,0,0,0,0.735555,0.901203,0.968634,0.870121,0,0,-0.25,0,0,0.779388,0.877193,0.884177,0,0,0,0,-0.25,0,0,0.905591,0.917431,0,0,0,0,0,0,0,0,0.836442,0.775015,0,0,0,0,0,0,0,0,0.21059,0.150451,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.151668,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.712215,0.710173,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.309417,0.735376,0.69363,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.24356,0.129534,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.090395,0.425532,0,0,0,-0.25,-0.25,-0.25,0,0.07045,0.484452,0.770522,0,0,0,0,0,0,0,0.659894,0.825026,0.844708,0.616342,0,0,0,0,0,0,0.037975,0.902894,0.873171,0.867649,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98778,0,0,0,0,-0.25,-0.25,0,0.996522,0,0,0,-0.25,-0.25,-0.25,0,0.987471,0.986822,0,-0.25,-0.25,-0.25,-0.25,0,0.99956,0.999168,0,0,-0.25,-0.25,-0.25,0,0.998302,0.998195,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.213072,5f4515ff4579cda5ca02b57d
